Latitude (decimal degrees):	31.668
Longitude (decimal degrees):	-106.288
Elevation (m):	1112
Radiation database:	PVGIS-ERA5


Slope: 54 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	0.4
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190423:0530,0.0,0.0,0.0,0.0,0.0,17.0,2.21,0.0
20190423:0630,0.0,0.0,0.0,0.0,0.0,16.03,2.14,0.0
20190423:0730,0.0,0.0,0.0,0.0,0.0,14.57,2.07,0.0
20190423:0830,0.0,0.0,0.0,0.0,0.0,13.5,1.79,0.0
20190423:0930,0.0,0.0,0.0,0.0,0.0,12.65,2.14,0.0
20190423:1030,0.0,0.0,0.0,0.0,0.0,11.7,2.41,0.0
20190423:1130,0.0,0.0,0.0,0.0,0.0,10.96,2.28,0.0
20190423:1230,0.0,0.0,0.0,0.0,-0.43,10.28,1.93,0.0
20190423:1330,194.57,452.87,117.83,6.44,12.08,10.1,1.86,0.0
20190423:1430,264.53,647.98,153.87,15.15,24.81,13.17,1.93,0.0
20190423:1530,319.15,836.88,141.26,24.9,37.53,16.18,3.52,0.0
20190423:1630,326.62,865.57,142.8,32.67,49.91,18.93,3.93,0.0
20190423:1730,302.4,793.33,135.41,36.6,61.21,21.48,4.21,0.0
20190423:1830,293.78,776.2,129.28,40.93,69.37,23.34,4.14,0.0
20190423:1930,294.45,777.54,126.32,41.27,69.94,23.3,4.48,0.0
20190423:2030,284.4,644.15,240.26,35.68,62.44,24.3,4.14,0.0
20190423:2130,226.6,450.26,248.05,24.72,51.36,24.87,3.86,0.0
20190423:2230,232.68,500.97,224.04,20.7,39.07,24.79,3.31,0.0
20190423:2330,147.26,255.97,199.51,12.0,26.37,24.74,2.48,0.0
20190424:0030,91.74,182.3,105.03,5.26,13.75,24.55,2.76,0.0
20190424:0130,1.02,0.0,11.09,0.57,1.21,23.21,3.66,0.0
20190424:0230,0.0,0.0,0.0,0.0,0.0,21.17,4.97,0.0
20190424:0330,0.0,0.0,0.0,0.0,0.0,18.73,5.93,0.0
20190424:0430,0.0,0.0,0.0,0.0,0.0,16.69,6.07,0.0
20190424:0530,0.0,0.0,0.0,0.0,0.0,15.85,4.97,0.0
20190424:0630,0.0,0.0,0.0,0.0,0.0,15.32,4.0,0.0
20190424:0730,0.0,0.0,0.0,0.0,0.0,14.08,1.59,0.0
20190424:0830,0.0,0.0,0.0,0.0,0.0,13.29,1.1,0.0
20190424:0930,0.0,0.0,0.0,0.0,0.0,12.65,1.24,0.0
20190424:1030,0.0,0.0,0.0,0.0,0.0,12.55,0.83,0.0
20190424:1130,0.0,0.0,0.0,0.0,0.0,12.48,1.66,0.0
20190424:1230,0.0,0.0,0.0,0.0,-0.21,12.23,1.79,0.0
20190424:1330,40.04,60.32,67.8,3.4,12.29,12.07,2.21,0.0
20190424:1430,76.5,97.88,131.3,7.51,25.02,13.32,2.28,0.0
20190424:1530,156.74,226.53,233.4,15.4,37.74,14.6,2.41,0.0
20190424:1630,206.62,329.36,294.39,22.95,50.13,15.88,1.1,0.0
20190424:1730,236.13,425.0,310.57,30.08,61.48,16.97,0.28,0.0
20190424:1830,286.4,775.66,122.22,40.83,69.7,18.3,1.1,0.0
20190424:1930,285.96,720.88,149.91,39.86,70.24,21.89,4.28,0.0
20190424:2030,310.98,832.3,126.63,38.7,62.65,22.97,4.83,0.0
20190424:2130,312.61,826.11,147.35,32.51,51.52,23.79,4.97,0.0
20190424:2230,314.74,837.41,150.11,26.08,39.19,24.29,5.17,0.0
20190424:2330,283.27,735.56,150.98,17.27,26.49,24.57,5.03,0.0
20190425:0030,215.23,540.88,125.6,8.05,13.87,24.45,4.55,0.0
20190425:0130,0.66,0.0,9.38,0.48,1.35,23.98,3.72,0.0
20190425:0230,0.0,0.0,0.0,0.0,0.0,22.58,2.07,0.0
20190425:0330,0.0,0.0,0.0,0.0,0.0,21.74,0.62,0.0
20190425:0430,0.0,0.0,0.0,0.0,0.0,21.09,0.76,0.0
20190425:0530,0.0,0.0,0.0,0.0,0.0,18.54,1.31,0.0
20190425:0630,0.0,0.0,0.0,0.0,0.0,17.36,1.31,0.0
20190425:0730,0.0,0.0,0.0,0.0,0.0,14.8,2.28,0.0
20190425:0830,0.0,0.0,0.0,0.0,0.0,14.15,2.07,0.0
20190425:0930,0.0,0.0,0.0,0.0,0.0,13.38,1.79,0.0
20190425:1030,0.0,0.0,0.0,0.0,0.0,12.62,1.72,0.0
20190425:1130,0.0,0.0,0.0,0.0,0.0,11.66,2.14,0.0
20190425:1230,0.02,0.0,5.47,0.32,0.0,11.16,2.34,0.0
20190425:1330,210.77,503.28,116.51,6.94,12.49,11.09,2.48,0.0
20190425:1430,285.12,742.06,135.31,16.33,25.22,14.49,2.0,0.0
20190425:1530,316.43,860.1,133.99,25.46,37.94,19.41,2.97,0.0
20190425:1630,323.46,890.49,127.44,33.19,50.36,22.35,3.79,0.0
20190425:1730,309.4,857.94,118.78,38.82,61.74,24.9,3.72,0.0
20190425:1830,286.96,801.87,111.04,41.8,70.02,26.97,2.97,0.0
20190425:1930,278.11,799.01,110.52,42.02,70.54,28.04,1.52,0.0
20190425:2030,290.04,857.24,116.93,39.46,62.86,29.07,1.17,0.0
20190425:2130,298.41,898.51,126.14,34.2,51.67,29.71,0.97,0.0
20190425:2230,290.58,881.39,134.3,26.75,39.32,29.99,0.48,0.0
20190425:2330,264.38,781.07,137.92,17.77,26.61,30.02,0.21,0.0
20190426:0030,206.87,560.98,125.68,8.27,14.0,29.64,0.69,0.0
20190426:0130,0.71,0.0,9.77,0.5,1.48,29.09,1.52,0.0
20190426:0230,0.0,0.0,0.0,0.0,0.0,27.55,2.55,0.0
20190426:0330,0.0,0.0,0.0,0.0,0.0,25.31,3.03,0.0
20190426:0430,0.0,0.0,0.0,0.0,0.0,23.45,3.38,0.0
20190426:0530,0.0,0.0,0.0,0.0,0.0,21.87,3.52,0.0
20190426:0630,0.0,0.0,0.0,0.0,0.0,20.56,3.66,0.0
20190426:0730,0.0,0.0,0.0,0.0,0.0,19.38,2.28,0.0
20190426:0830,0.0,0.0,0.0,0.0,0.0,17.68,2.55,0.0
20190426:0930,0.0,0.0,0.0,0.0,0.0,16.44,2.69,0.0
20190426:1030,0.0,0.0,0.0,0.0,0.0,15.65,2.97,0.0
20190426:1130,0.0,0.0,0.0,0.0,0.0,15.12,3.1,0.0
20190426:1230,0.06,0.0,5.79,0.34,0.21,14.86,3.31,0.0
20190426:1330,205.07,488.75,119.0,6.98,12.69,14.98,3.72,0.0
20190426:1430,282.29,714.57,144.14,16.21,25.41,17.6,4.07,0.0
20190426:1530,309.94,778.36,173.08,24.8,38.14,21.02,5.52,0.0
20190426:1630,318.85,816.74,169.56,32.45,50.57,23.91,6.14,0.0
20190426:1730,308.54,800.02,156.63,38.17,62.0,26.47,6.41,0.0
20190426:1830,290.69,789.51,111.91,41.49,70.33,28.44,6.28,0.0
20190426:1930,285.62,766.6,127.63,41.45,70.84,29.43,5.59,0.0
20190426:2030,298.08,803.05,145.51,38.53,63.06,30.54,5.45,0.0
20190426:2130,303.06,801.83,176.34,32.92,51.82,31.22,5.24,0.0
20190426:2230,218.33,456.83,235.23,20.31,39.45,31.48,5.03,0.0
20190426:2330,203.69,453.37,192.96,14.27,26.73,31.08,4.76,0.0
20190427:0030,177.11,426.62,135.26,7.5,14.12,30.69,4.62,0.0
20190427:0130,1.16,0.0,12.0,0.62,1.62,29.18,4.62,0.0
20190427:0230,0.0,0.0,0.0,0.0,0.0,27.12,4.55,0.0
20190427:0330,0.0,0.0,0.0,0.0,0.0,25.45,4.55,0.0
20190427:0430,0.0,0.0,0.0,0.0,0.0,24.02,4.28,0.0
20190427:0530,0.0,0.0,0.0,0.0,0.0,22.55,4.21,0.0
20190427:0630,0.0,0.0,0.0,0.0,0.0,21.49,4.21,0.0
20190427:0730,0.0,0.0,0.0,0.0,0.0,20.19,3.59,0.0
20190427:0830,0.0,0.0,0.0,0.0,0.0,18.62,2.83,0.0
20190427:0930,0.0,0.0,0.0,0.0,0.0,17.13,2.21,0.0
20190427:1030,0.0,0.0,0.0,0.0,0.0,16.49,2.48,0.0
20190427:1130,0.0,0.0,0.0,0.0,0.0,16.39,3.03,0.0
20190427:1230,0.12,0.0,6.14,0.36,0.42,16.08,3.31,0.0
20190427:1330,211.69,515.51,118.56,7.25,12.89,15.73,3.03,0.0
20190427:1430,283.36,750.08,135.93,16.68,25.6,18.36,2.28,0.0
20190427:1530,311.84,864.9,134.43,25.8,38.34,23.09,2.9,0.0
20190427:1630,315.52,893.26,127.59,33.54,50.78,25.85,3.03,0.0
20190427:1730,300.07,858.61,118.72,39.18,62.25,28.17,2.62,0.0
20190427:1830,279.86,798.66,110.94,42.1,70.65,29.8,2.41,0.0
20190427:1930,276.4,776.47,124.72,42.0,71.13,30.6,2.41,0.0
20190427:2030,298.3,854.68,119.99,39.75,63.26,31.73,3.66,0.0
20190427:2130,306.54,844.02,164.32,33.93,51.96,32.28,4.21,0.0
20190427:2230,297.51,799.41,178.71,26.22,39.57,32.54,4.55,0.0
20190427:2330,283.87,792.47,138.11,18.09,26.85,32.4,4.69,0.0
20190428:0030,218.01,575.45,127.17,8.54,14.24,31.98,4.55,0.0
20190428:0130,0.82,0.0,10.41,0.54,1.75,31.05,3.45,0.0
20190428:0230,0.0,0.0,0.0,0.0,0.0,29.3,1.93,0.0
20190428:0330,0.0,0.0,0.0,0.0,0.0,27.35,1.17,0.0
20190428:0430,0.0,0.0,0.0,0.0,0.0,25.29,1.52,0.0
20190428:0530,0.0,0.0,0.0,0.0,0.0,22.53,2.07,0.0
20190428:0630,0.0,0.0,0.0,0.0,0.0,20.19,2.83,0.0
20190428:0730,0.0,0.0,0.0,0.0,0.0,19.62,2.28,0.0
20190428:0830,0.0,0.0,0.0,0.0,0.0,18.19,3.17,0.0
20190428:0930,0.0,0.0,0.0,0.0,0.0,18.24,3.72,0.0
20190428:1030,0.0,0.0,0.0,0.0,0.0,17.68,3.52,0.0
20190428:1130,0.0,0.0,0.0,0.0,0.0,17.07,3.59,0.0
20190428:1230,0.17,0.0,6.48,0.38,0.62,16.39,3.52,0.0
20190428:1330,215.02,523.66,121.0,7.45,13.08,15.88,3.1,0.0
20190428:1430,286.96,760.29,137.67,16.98,25.79,18.59,2.41,0.0
20190428:1530,317.44,874.18,136.3,26.18,38.53,23.12,3.52,0.0
20190428:1630,323.09,898.96,131.1,33.97,50.99,26.1,4.41,0.0
20190428:1730,309.81,867.92,117.66,39.68,62.5,28.38,4.69,0.0
20190428:1830,286.96,768.17,140.53,42.17,70.96,29.68,4.62,0.0
20190428:1930,285.64,787.04,120.94,42.56,71.42,30.37,4.48,0.0
20190428:2030,301.75,837.79,136.38,39.84,63.46,31.26,4.55,0.0
20190428:2130,315.3,898.68,132.15,34.68,52.11,31.89,4.76,0.0
20190428:2230,312.44,887.89,136.77,27.2,39.69,32.13,5.03,0.0
20190428:2330,287.58,799.22,137.77,18.26,26.96,32.02,5.24,0.0
20190429:0030,219.24,573.94,128.35,8.61,14.36,31.6,5.17,0.0
20190429:0130,0.88,0.0,10.69,0.55,1.89,30.92,3.93,0.0
20190429:0230,0.0,0.0,0.0,0.0,0.0,29.36,1.52,0.0
20190429:0330,0.0,0.0,0.0,0.0,0.0,28.28,0.83,0.0
20190429:0430,0.0,0.0,0.0,0.0,0.0,25.58,1.66,0.0
20190429:0530,0.0,0.0,0.0,0.0,0.0,22.02,2.76,0.0
20190429:0630,0.0,0.0,0.0,0.0,0.0,20.98,3.66,0.0
20190429:0730,0.0,0.0,0.0,0.0,0.0,19.42,2.97,0.0
20190429:0830,0.0,0.0,0.0,0.0,0.0,19.23,4.0,0.0
20190429:0930,0.0,0.0,0.0,0.0,0.0,19.06,4.34,0.0
20190429:1030,0.0,0.0,0.0,0.0,0.0,18.52,4.07,0.0
20190429:1130,0.0,0.0,0.0,0.0,0.0,17.88,3.86,0.0
20190429:1230,0.44,0.0,8.02,0.47,0.82,17.21,3.72,0.0
20190429:1330,205.01,485.03,129.34,7.41,13.27,16.8,3.45,0.0
20190429:1430,267.42,645.45,180.47,16.34,25.97,19.32,3.1,0.0
20190429:1530,307.88,784.44,180.97,25.47,38.71,22.74,4.28,0.0
20190429:1630,317.84,808.91,187.95,33.19,51.19,25.18,5.38,0.0
20190429:1730,305.59,785.75,174.77,38.79,62.74,27.11,5.17,0.0
20190429:1830,284.15,730.27,169.34,41.84,71.26,28.45,4.0,0.0
20190429:1930,277.6,706.7,190.3,41.94,71.7,29.14,2.62,0.0
20190429:2030,289.86,720.5,226.5,38.81,63.65,30.06,2.97,0.0
20190429:2130,300.62,759.41,225.9,33.58,52.25,30.73,3.72,0.0
20190429:2230,294.76,755.9,206.93,26.18,39.82,31.07,4.34,0.0
20190429:2330,255.96,629.96,196.03,17.05,27.08,30.99,4.55,0.0
20190430:0030,161.51,367.73,144.91,7.48,14.49,30.6,4.14,0.0
20190430:0130,1.41,0.0,13.19,0.68,2.03,30.24,3.17,0.0
20190430:0230,0.0,0.0,0.0,0.0,0.0,28.81,1.1,0.0
20190430:0330,0.0,0.0,0.0,0.0,0.0,27.62,0.9,0.0
20190430:0430,0.0,0.0,0.0,0.0,0.0,23.91,2.28,0.0
20190430:0530,0.0,0.0,0.0,0.0,0.0,22.72,3.31,0.0
20190430:0630,0.0,0.0,0.0,0.0,0.0,21.85,3.52,0.0
20190430:0730,0.0,0.0,0.0,0.0,0.0,20.31,2.48,0.0
20190430:0830,0.0,0.0,0.0,0.0,0.0,19.81,3.59,0.0
20190430:0930,0.0,0.0,0.0,0.0,0.0,19.19,4.21,0.0
20190430:1030,0.0,0.0,0.0,0.0,0.0,18.47,4.55,0.0
20190430:1130,0.0,0.0,0.0,0.0,0.0,17.81,4.69,0.0
20190430:1230,0.29,0.0,7.18,0.42,1.02,17.04,4.34,0.0
20190430:1330,213.73,519.44,119.83,7.57,13.45,16.54,3.72,0.0
20190430:1430,287.54,749.75,136.94,16.98,26.15,18.41,3.38,0.0
20190430:1530,324.7,863.6,135.42,26.11,38.89,20.23,5.24,0.0
20190430:1630,332.61,889.4,128.31,33.81,51.39,21.43,6.21,0.0
20190430:1730,319.96,851.97,118.98,39.41,62.98,22.52,6.69,0.0
20190430:1830,299.23,791.1,110.56,42.4,71.56,23.62,6.97,0.0
20190430:1930,290.95,725.64,158.45,41.66,71.98,25.42,7.03,0.0
20190430:2030,314.7,848.76,118.01,39.82,63.84,26.09,7.38,0.0
20190430:2130,328.48,898.34,126.44,34.64,52.39,26.91,7.31,0.0
20190430:2230,325.89,892.8,133.17,27.35,39.94,27.59,7.31,0.0
20190430:2330,298.72,802.15,137.45,18.43,27.2,27.86,7.31,0.0
20190501:0030,228.48,579.9,130.35,8.81,14.61,27.53,7.1,0.0
20190501:0130,1.08,0.0,11.52,0.59,2.16,26.74,6.14,0.0
20190501:0230,0.0,0.0,0.0,0.0,0.0,25.22,3.79,0.0
20190501:0330,0.0,0.0,0.0,0.0,0.0,23.69,2.76,0.0
20190501:0430,0.0,0.0,0.0,0.0,0.0,21.83,2.48,0.0
20190501:0530,0.0,0.0,0.0,0.0,0.0,20.35,3.24,0.0
20190501:0630,0.0,0.0,0.0,0.0,0.0,19.67,4.41,0.0
20190501:0730,0.0,0.0,0.0,0.0,0.0,19.14,1.24,0.0
20190501:0830,0.0,0.0,0.0,0.0,0.0,16.54,2.9,0.0
20190501:0930,0.0,0.0,0.0,0.0,0.0,16.56,4.21,0.0
20190501:1030,0.0,0.0,0.0,0.0,0.0,16.12,4.14,0.0
20190501:1130,0.0,0.0,0.0,0.0,0.0,15.34,3.59,0.0
20190501:1230,0.58,0.0,8.7,0.45,1.21,14.24,2.9,0.0
20190501:1330,222.36,541.64,123.67,7.89,13.63,13.35,2.21,0.0
20190501:1430,288.15,770.24,138.4,17.44,26.32,16.48,1.38,0.0
20190501:1530,318.37,880.19,135.84,26.62,39.07,19.89,2.28,0.0
20190501:1630,323.84,903.78,128.28,34.38,51.58,22.18,2.9,0.0
20190501:1730,311.71,863.75,118.73,40.03,63.2,23.88,3.45,0.0
20190501:1830,292.52,801.86,110.3,43.13,71.85,25.43,3.93,0.0
20190501:1930,292.2,800.18,110.0,43.35,72.26,27.05,4.83,0.0
20190501:2030,311.16,866.81,118.33,40.71,64.03,28.09,4.97,0.0
20190501:2130,325.5,917.02,128.57,35.42,52.53,28.78,5.1,0.0
20190501:2230,322.69,905.81,137.27,27.87,40.06,29.12,5.17,0.0
20190501:2330,295.41,809.17,142.13,18.72,27.31,29.15,5.1,0.0
20190502:0030,228.82,594.0,132.45,9.04,14.73,28.88,4.76,0.0
20190502:0130,130.61,364.49,48.85,1.33,2.3,28.28,3.59,0.0
20190502:0230,0.0,0.0,0.0,0.0,0.0,26.94,1.38,0.0
20190502:0330,0.0,0.0,0.0,0.0,0.0,24.11,1.79,0.0
20190502:0430,0.0,0.0,0.0,0.0,0.0,21.82,1.86,0.0
20190502:0530,0.0,0.0,0.0,0.0,0.0,20.27,1.86,0.0
20190502:0630,0.0,0.0,0.0,0.0,0.0,17.76,2.62,0.0
20190502:0730,0.0,0.0,0.0,0.0,0.0,19.6,1.45,0.0
20190502:0830,0.0,0.0,0.0,0.0,0.0,16.5,2.07,0.0
20190502:0930,0.0,0.0,0.0,0.0,0.0,15.23,2.48,0.0
20190502:1030,0.0,0.0,0.0,0.0,0.0,14.77,2.69,0.0
20190502:1130,0.0,0.0,0.0,0.0,0.0,14.38,2.62,0.0
20190502:1230,0.68,0.0,9.18,0.47,1.4,14.34,2.21,0.0
20190502:1330,224.74,553.62,126.41,8.12,13.8,14.38,1.79,0.0
20190502:1430,287.72,772.39,142.51,17.66,26.49,16.29,0.97,0.0
20190502:1530,312.59,886.09,137.7,26.92,39.24,20.49,1.17,0.0
20190502:1630,318.8,909.63,128.62,34.7,51.76,23.83,2.14,0.0
20190502:1730,297.42,817.13,152.24,39.61,63.43,26.18,1.93,0.0
20190502:1830,277.2,794.2,116.14,43.24,72.14,27.28,1.1,0.0
20190502:1930,278.43,749.22,152.6,42.94,72.53,28.15,2.07,0.0
20190502:2030,290.09,695.87,248.69,39.06,64.21,29.18,2.9,0.0
20190502:2130,242.58,391.36,386.74,29.14,52.67,29.73,3.38,0.0
20190502:2230,172.3,245.89,295.8,18.82,40.17,29.76,3.72,0.0
20190502:2330,236.65,538.67,221.32,16.57,27.43,29.19,3.38,0.0
20190503:0030,159.58,344.01,160.22,7.85,14.85,29.03,3.59,0.0
20190503:0130,53.82,147.93,31.8,1.03,2.43,28.3,2.83,0.0
20190503:0230,0.0,0.0,0.0,0.0,0.0,27.31,0.41,0.0
20190503:0330,0.0,0.0,0.0,0.0,0.0,25.24,1.79,0.0
20190503:0430,0.0,0.0,0.0,0.0,0.0,23.38,2.21,0.0
20190503:0530,0.0,0.0,0.0,0.0,0.0,22.3,1.59,0.0
20190503:0630,0.0,0.0,0.0,0.0,0.0,23.11,1.03,0.0
20190503:0730,0.0,0.0,0.0,0.0,0.0,19.89,3.66,0.0
20190503:0830,0.0,0.0,0.0,0.0,0.0,19.52,3.24,0.0
20190503:0930,0.0,0.0,0.0,0.0,0.0,18.77,3.1,0.0
20190503:1030,0.0,0.0,0.0,0.0,0.0,18.34,3.1,0.0
20190503:1130,0.0,0.0,0.0,0.0,0.0,17.96,3.31,0.0
20190503:1230,1.01,0.0,10.85,0.56,1.58,17.4,3.24,0.0
20190503:1330,180.99,405.7,137.83,7.35,13.97,17.16,2.76,0.0
20190503:1430,261.7,630.99,183.48,16.53,26.65,19.19,2.28,0.0
20190503:1530,296.51,737.57,195.05,25.17,39.4,22.49,3.52,0.0
20190503:1630,319.27,875.73,137.07,34.0,51.94,24.97,4.14,0.0
20190503:1730,304.4,847.44,118.03,39.63,63.64,26.77,3.93,0.0
20190503:1830,281.76,781.89,109.73,42.57,72.42,27.86,3.45,0.0
20190503:1930,279.24,781.5,109.25,42.81,72.8,28.68,3.1,0.0
20190503:2030,299.24,848.72,117.97,40.19,64.4,29.47,3.52,0.0
20190503:2130,315.48,904.49,125.86,35.08,52.8,29.96,3.93,0.0
20190503:2230,314.52,896.75,133.79,27.67,40.29,30.16,4.21,0.0
20190503:2330,287.89,789.11,145.7,18.59,27.54,30.05,4.48,0.0
20190504:0030,225.88,589.19,131.52,9.1,14.97,29.63,4.48,0.0
20190504:0130,126.54,351.47,49.23,1.41,2.56,28.73,4.0,0.0
20190504:0230,0.0,0.0,0.0,0.0,0.0,27.1,2.55,0.0
20190504:0330,0.0,0.0,0.0,0.0,0.0,25.15,1.72,0.0
20190504:0430,0.0,0.0,0.0,0.0,0.0,25.55,0.76,0.0
20190504:0530,0.0,0.0,0.0,0.0,0.0,24.83,0.07,0.0
20190504:0630,0.0,0.0,0.0,0.0,0.0,23.98,0.62,0.0
20190504:0730,0.0,0.0,0.0,0.0,0.0,22.86,0.69,0.0
20190504:0830,0.0,0.0,0.0,0.0,0.0,21.74,1.17,0.0
20190504:0930,0.0,0.0,0.0,0.0,0.0,17.79,1.86,0.0
20190504:1030,0.0,0.0,0.0,0.0,0.0,14.95,2.21,0.0
20190504:1130,0.0,0.0,0.0,0.0,0.0,13.45,2.28,0.0
20190504:1230,0.82,0.0,9.85,0.51,1.76,13.38,1.93,0.0
20190504:1330,223.74,549.65,125.73,8.24,14.14,13.52,1.59,0.0
20190504:1430,286.67,768.34,141.51,17.74,26.81,16.41,1.03,0.0
20190504:1530,311.9,876.42,138.16,26.88,39.56,20.96,1.52,0.0
20190504:1630,312.44,898.43,129.34,34.58,52.12,23.77,1.52,0.0
20190504:1730,294.98,852.53,120.23,40.07,63.86,26.2,1.31,0.0
20190504:1830,273.59,784.46,110.87,42.96,72.7,28.26,1.38,0.0
20190504:1930,274.61,781.61,110.51,43.08,73.06,29.35,2.07,0.0
20190504:2030,294.68,843.72,123.92,40.34,64.57,30.2,2.62,0.0
20190504:2130,310.94,900.66,128.05,35.11,52.93,30.77,3.24,0.0
20190504:2230,310.06,888.09,137.4,27.63,40.41,30.99,3.72,0.0
20190504:2330,287.04,805.52,136.89,18.73,27.66,30.85,3.86,0.0
20190505:0030,223.23,588.13,130.98,9.14,15.09,30.4,3.72,0.0
20190505:0130,120.41,335.44,49.36,1.43,2.7,29.6,3.1,0.0
20190505:0230,0.0,0.0,0.0,0.0,0.0,28.37,1.31,0.0
20190505:0330,0.0,0.0,0.0,0.0,0.0,26.12,2.62,0.0
20190505:0430,0.0,0.0,0.0,0.0,0.0,23.77,3.1,0.0
20190505:0530,0.0,0.0,0.0,0.0,0.0,22.18,3.1,0.0
20190505:0630,0.0,0.0,0.0,0.0,0.0,20.7,2.97,0.0
20190505:0730,0.0,0.0,0.0,0.0,0.0,20.7,1.72,0.0
20190505:0830,0.0,0.0,0.0,0.0,0.0,18.36,2.07,0.0
20190505:0930,0.0,0.0,0.0,0.0,0.0,16.47,2.41,0.0
20190505:1030,0.0,0.0,0.0,0.0,0.0,15.73,2.76,0.0
20190505:1130,0.0,0.0,0.0,0.0,0.0,15.8,3.1,0.0
20190505:1230,0.88,0.0,10.21,0.53,1.93,15.29,2.97,0.0
20190505:1330,221.82,544.22,124.75,8.25,14.3,15.16,2.28,0.0
20190505:1430,282.08,766.25,138.53,17.72,26.96,18.44,0.97,0.0
20190505:1530,303.53,869.43,137.07,26.76,39.72,22.62,0.97,0.0
20190505:1630,305.14,891.75,127.79,34.41,52.29,25.31,1.1,0.0
20190505:1730,291.36,847.48,118.28,39.92,64.06,27.75,1.38,0.0
20190505:1830,270.07,775.14,109.11,42.63,72.97,29.5,1.59,0.0
20190505:1930,273.02,774.35,108.39,42.82,73.32,30.71,2.76,0.0
20190505:2030,294.47,844.37,116.8,40.2,64.75,31.52,3.45,0.0
20190505:2130,309.69,878.48,140.07,34.87,53.07,32.07,4.14,0.0
20190505:2230,301.72,815.96,174.06,26.99,40.52,32.25,4.69,0.0
20190505:2330,276.79,742.02,158.66,18.23,27.77,32.05,4.97,0.0
20190506:0030,192.0,461.35,152.29,8.58,15.21,31.48,4.48,0.0
20190506:0130,112.52,311.68,49.94,1.46,2.83,30.61,3.24,0.0
20190506:0230,0.0,0.0,0.0,0.0,0.0,29.55,0.14,0.0
20190506:0330,0.0,0.0,0.0,0.0,0.0,26.49,1.72,0.0
20190506:0430,0.0,0.0,0.0,0.0,0.0,24.02,1.93,0.0
20190506:0530,0.0,0.0,0.0,0.0,0.0,23.73,1.45,0.0
20190506:0630,0.0,0.0,0.0,0.0,0.0,20.99,2.21,0.0
20190506:0730,0.0,0.0,0.0,0.0,0.0,20.06,3.45,0.0
20190506:0830,0.0,0.0,0.0,0.0,0.0,19.21,3.52,0.0
20190506:0930,0.0,0.0,0.0,0.0,0.0,18.36,3.52,0.0
20190506:1030,0.0,0.0,0.0,0.0,0.0,17.78,3.59,0.0
20190506:1130,0.0,0.0,0.0,0.0,0.0,17.04,3.45,0.0
20190506:1230,0.94,0.0,10.53,0.54,2.1,16.34,3.17,0.0
20190506:1330,217.6,525.1,128.47,8.24,14.45,15.99,2.97,0.0
20190506:1430,282.86,745.23,142.62,17.55,27.11,19.2,2.28,0.0
20190506:1530,315.26,858.39,137.8,26.59,39.87,22.96,3.86,0.0
20190506:1630,322.42,886.22,126.94,34.29,52.45,25.53,5.31,0.0
20190506:1730,305.88,842.74,115.89,39.77,64.26,27.2,5.24,0.0
20190506:1830,280.66,768.64,109.76,42.54,73.24,28.55,4.69,0.0
20190506:1930,276.75,769.01,106.99,42.69,73.58,29.73,4.07,0.0
20190506:2030,295.42,825.35,126.8,39.92,64.92,30.49,4.0,0.0
20190506:2130,311.58,891.69,126.87,34.93,53.19,30.96,4.14,0.0
20190506:2230,310.95,888.26,132.53,27.62,40.64,31.27,4.41,0.0
20190506:2330,286.48,793.1,138.7,18.68,27.88,31.16,4.83,0.0
20190507:0030,201.91,519.86,122.06,8.48,15.33,30.72,4.83,0.0
20190507:0130,104.23,285.23,49.03,1.46,2.97,29.81,3.38,0.0
20190507:0230,0.0,0.0,0.0,0.0,0.0,28.77,0.41,0.0
20190507:0330,0.0,0.0,0.0,0.0,0.0,26.29,1.31,0.0
20190507:0430,0.0,0.0,0.0,0.0,0.0,25.84,0.97,0.0
20190507:0530,0.0,0.0,0.0,0.0,0.0,22.67,3.86,0.0
20190507:0630,0.0,0.0,0.0,0.0,0.0,22.4,5.45,0.0
20190507:0730,0.0,0.0,0.0,0.0,0.0,21.78,5.59,0.0
20190507:0830,0.0,0.0,0.0,0.0,0.0,21.11,5.45,0.0
20190507:0930,0.0,0.0,0.0,0.0,0.0,20.2,4.48,0.0
20190507:1030,0.0,0.0,0.0,0.0,0.0,19.1,3.66,0.0
20190507:1130,0.0,0.0,0.0,0.0,0.0,17.95,2.97,0.0
20190507:1230,1.16,0.0,11.52,0.59,2.26,16.71,2.76,0.0
20190507:1330,196.8,454.33,136.18,7.91,14.6,16.09,2.55,0.0
20190507:1430,253.94,587.14,199.07,16.57,27.26,19.19,2.41,0.0
20190507:1530,312.96,791.33,176.26,26.18,40.01,21.68,5.17,0.0
20190507:1630,314.11,750.97,214.81,33.1,52.61,22.8,6.0,0.0
20190507:1730,259.09,391.12,396.11,33.66,64.45,23.8,6.28,0.0
20190507:1830,248.22,400.74,351.06,35.73,73.5,24.5,6.21,0.0
20190507:1930,223.14,271.94,409.0,32.72,73.83,25.5,5.38,0.0
20190507:2030,280.2,622.81,242.64,36.37,65.09,25.98,5.59,0.0
20190507:2130,306.5,798.83,160.23,33.1,53.32,26.68,5.86,0.0
20190507:2230,284.08,700.07,187.52,24.71,40.75,27.27,6.34,0.0
